f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
2,24,2,3,353,0,2,1,2,0,1,0,26,2,1,0,2,0,0,0,0
3,18,2,4,12,0,0,2,1,1,3,0,22,2,0,0,2,0,0,0,1
0,6,4,0,34,3,3,2,1,0,3,0,39,2,1,1,1,0,1,0,0
2,12,2,3,426,0,2,0,1,0,1,2,46,2,1,0,1,0,0,0,0
1,30,2,0,408,0,2,3,1,2,1,3,24,0,1,0,2,0,0,0,1
3,24,3,3,688,1,2,1,2,0,2,1,35,2,1,1,2,0,0,0,0
1,9,2,3,380,4,3,1,2,0,0,2,24,2,1,0,2,0,1,0,0
1,60,3,4,830,4,2,0,2,0,0,0,27,2,1,0,1,0,0,0,0
3,24,4,4,505,0,2,3,2,0,1,0,35,2,1,1,1,0,0,0,0
0,12,1,4,407,0,2,3,0,0,0,3,29,2,2,0,2,0,0,0,1
3,15,2,1,656,1,1,0,1,0,3,2,23,2,1,0,2,0,1,0,0
3,11,4,4,136,1,0,3,1,0,3,0,57,2,1,2,1,0,0,0,0
0,12,2,3,304,0,2,1,2,0,1,0,27,2,1,0,2,0,0,0,0
0,24,2,4,300,0,4,3,1,0,3,2,55,2,1,0,2,0,0,0,0
0,18,4,0,750,0,4,1,2,0,3,3,36,2,2,2,3,0,1,0,0
3,12,4,7,515,0,4,1,1,0,3,3,57,0,2,2,1,0,0,0,0
3,10,4,0,165,0,4,2,2,0,3,0,32,2,1,1,1,1,0,1,0
1,15,2,4,68,0,4,3,2,0,2,2,37,2,1,0,2,1,0,0,1
3,36,4,9,787,4,4,3,2,0,3,0,36,2,1,1,2,0,0,0,0
3,24,2,4,273,0,1,3,1,0,2,2,38,1,1,0,2,0,1,0,0
0,14,2,0,867,0,4,0,0,0,3,1,45,2,1,0,3,0,1,1,1
3,24,2,4,106,4,4,3,2,0,1,2,25,2,1,1,2,0,0,0,0
3,18,2,0,500,4,3,3,2,0,2,1,32,2,1,0,2,0,0,1,0
3,12,4,3,231,2,3,2,1,0,3,2,37,2,0,0,2,0,1,0,0
1,48,1,0,900,4,0,3,2,1,3,3,36,2,2,0,3,0,1,0,0
1,48,2,4,563,0,3,3,2,0,3,0,28,2,1,1,2,0,0,0,1
0,30,2,6,899,0,1,0,0,0,0,3,34,2,1,0,1,0,1,0,1
3,9,2,4,507,0,2,0,2,0,1,0,32,2,1,0,2,1,0,0,0
3,18,4,4,461,0,2,1,1,0,1,2,26,2,1,1,2,0,0,0,0
0,12,2,3,177,4,4,1,0,0,3,1,49,2,1,0,1,0,1,0,0
3,6,2,3,716,0,1,0,1,0,3,1,32,2,1,0,2,0,0,0,1
3,24,2,4,346,1,2,3,2,0,3,2,29,2,0,0,3,0,1,0,0
3,15,4,1,597,3,4,2,2,0,3,3,23,2,0,1,2,0,1,0,0
3,12,2,3,291,0,2,3,2,0,1,0,50,2,1,0,2,0,0,0,0
2,18,1,4,245,4,3,3,2,0,3,2,49,0,1,0,1,0,0,0,0
3,15,4,3,267,4,4,3,2,0,3,1,63,2,1,0,2,0,0,0,0
1,24,4,0,665,1,1,3,0,0,1,2,37,2,1,0,2,0,1,0,0
0,47,2,0,888,0,1,0,1,0,0,0,35,2,1,0,1,0,1,0,0
0,48,2,1,727,0,3,3,2,0,2,1,26,2,1,0,2,1,0,0,0
1,48,3,2,836,1,0,1,2,0,3,3,31,2,2,0,3,0,1,0,0
1,12,2,4,123,0,2,3,1,2,3,0,49,2,1,1,2,0,1,0,0
0,24,3,4,108,0,1,3,3,0,3,0,48,1,1,0,2,0,0,0,1
3,12,2,9,121,0,2,1,3,0,1,0,26,2,1,0,2,0,1,1,0
1,36,2,1,874,0,1,0,3,0,3,2,28,2,0,0,3,0,1,0,1
0,24,4,1,795,0,4,1,1,0,3,3,44,2,2,1,3,1,1,0,0
2,42,4,1,729,0,4,3,2,0,3,3,56,2,2,0,2,0,0,0,0
3,48,4,9,838,4,4,3,0,0,1,2,46,0,1,1,3,1,0,0,0
1,48,2,3,880,0,1,0,1,0,1,2,26,2,1,0,2,0,1,0,1
3,12,2,1,719,4,1,0,1,0,3,2,20,2,0,0,2,0,0,0,0
3,10,2,0,186,4,4,3,2,1,1,1,45,2,1,0,1,0,0,1,0
3,18,2,3,477,0,2,2,2,0,3,0,43,2,1,0,2,0,1,0,0
1,21,4,3,513,3,3,2,2,0,1,2,32,2,1,1,2,0,1,0,0
3,6,2,0,35,0,0,0,1,0,3,0,54,2,1,0,0,0,1,0,0
1,36,0,4,655,0,2,3,1,0,0,2,42,2,1,0,2,0,1,0,1
2,24,4,0,209,4,3,3,2,0,1,0,37,0,1,1,1,1,0,0,1
0,10,4,0,111,0,3,3,2,1,2,1,49,2,1,1,2,0,1,0,0
3,48,4,0,881,2,2,1,2,0,1,3,44,0,2,0,2,0,0,0,1
3,6,2,3,278,3,2,3,0,0,1,0,33,2,1,0,2,0,0,0,0
3,30,2,1,730,4,3,1,1,0,3,1,24,1,0,0,1,0,0,0,0
0,12,2,4,50,1,1,3,3,0,2,3,33,2,1,0,1,0,1,0,1
1,8,2,3,167,0,2,2,1,0,3,0,24,2,1,0,2,0,0,0,1
1,9,2,0,1,0,2,3,3,0,3,0,22,2,0,0,1,0,0,0,0
1,48,2,2,753,4,0,2,2,0,3,3,40,0,2,0,0,0,1,0,0
3,24,2,3,757,1,2,3,2,0,0,2,25,1,1,0,2,0,0,0,0
2,24,2,3,649,0,1,1,1,0,3,2,26,2,1,0,2,0,0,0,0
1,12,2,0,40,0,3,1,3,0,2,2,25,0,1,0,1,0,0,0,1
2,4,2,0,258,4,1,0,2,0,1,0,29,2,1,0,1,1,0,1,0
0,36,1,3,514,0,4,3,2,0,3,2,31,0,1,0,2,0,0,0,1
0,12,2,3,46,0,2,1,2,2,2,1,38,2,1,0,1,1,0,0,0
1,24,2,3,701,4,2,0,1,0,3,1,48,2,1,0,1,0,1,0,0
3,12,4,7,44,0,2,3,2,0,1,2,32,2,1,1,2,0,0,0,0
0,15,3,3,641,0,4,0,1,0,3,1,27,2,1,1,1,0,0,0,0
1,30,4,0,695,0,0,3,3,0,1,2,28,2,1,1,3,0,0,0,1
0,24,2,4,359,0,1,3,0,0,2,1,32,2,1,0,2,0,0,0,1
0,24,2,1,543,0,3,1,2,0,0,3,34,2,2,0,3,0,1,0,0
0,18,2,3,499,3,2,3,2,0,1,2,28,2,1,0,2,0,0,0,0
3,18,4,0,109,0,2,3,1,0,2,0,36,2,1,1,2,0,0,0,0
0,8,4,0,603,0,3,0,2,0,3,0,39,2,1,1,1,0,0,1,0
3,12,4,3,764,4,4,1,2,0,3,1,49,2,0,0,2,0,1,0,0
3,24,2,0,269,3,3,3,1,0,2,2,34,2,1,0,2,1,1,0,0
2,36,2,4,708,0,4,3,2,0,1,2,31,2,1,0,2,0,0,0,0
1,6,2,4,120,0,4,3,2,0,3,2,28,2,1,0,2,1,0,0,0
0,24,4,1,803,0,0,1,2,0,3,3,75,2,2,1,3,0,1,0,0
3,18,4,7,336,1,2,3,1,0,1,0,30,2,1,1,2,0,0,0,1
1,60,2,0,828,1,1,3,1,0,1,1,24,2,1,0,3,0,0,0,1
3,48,4,1,895,1,2,1,1,0,3,2,24,0,0,1,1,0,0,0,1
0,24,0,3,685,0,4,2,2,0,3,3,23,0,0,1,2,1,0,0,1
0,6,4,3,600,0,2,0,0,0,3,0,44,2,0,0,3,0,1,0,1
1,13,2,4,392,0,1,1,1,2,3,1,23,2,1,0,1,0,0,0,0
0,15,2,5,181,4,2,3,1,0,1,2,24,2,0,0,2,0,0,0,1
0,24,2,3,691,0,2,3,2,0,3,1,28,2,1,0,2,0,0,0,0
1,10,2,3,268,0,2,3,0,0,1,2,31,2,1,0,1,0,0,0,0
1,24,4,7,761,0,1,1,1,0,3,3,24,2,2,1,2,0,1,0,0
0,21,2,3,633,0,3,0,1,0,3,2,26,2,0,0,1,0,0,0,0
1,18,2,4,584,2,1,0,3,0,2,0,25,2,0,0,2,0,0,0,0
1,18,2,9,704,0,4,0,2,1,0,0,33,0,1,0,3,0,1,0,0
2,10,2,0,672,0,1,0,2,2,0,1,37,2,1,0,1,1,0,0,0
3,15,4,4,249,0,2,3,1,0,1,2,43,2,1,0,1,0,0,0,0
1,13,4,4,77,0,1,3,2,2,3,0,23,2,1,1,2,0,0,0,0
1,24,2,4,651,2,0,0,1,0,3,3,23,2,0,0,0,0,0,0,0
3,6,3,9,312,1,2,0,2,0,1,0,34,2,1,1,1,0,0,0,0
1,9,4,7,133,3,4,3,2,0,2,3,32,2,2,1,2,1,0,0,1
3,9,2,5,166,0,1,0,1,0,3,0,23,2,0,0,2,0,1,0,0
1,9,2,3,100,0,2,0,1,0,1,2,29,2,1,0,2,0,0,1,1
3,18,4,1,585,4,0,1,2,0,3,3,38,2,1,0,3,0,1,0,0
0,12,0,4,780,0,2,3,2,0,1,1,28,2,0,1,2,0,1,0,1
3,10,2,7,50,2,4,3,2,0,3,3,46,2,2,0,2,0,1,0,0
1,24,2,0,173,0,1,3,2,0,1,0,23,1,1,0,1,0,0,0,1
3,12,4,4,446,4,4,0,2,1,3,0,49,2,1,0,2,0,1,0,0
3,36,3,4,707,0,2,3,2,0,1,2,26,2,1,1,3,0,1,0,1
3,12,2,4,62,0,2,3,3,0,1,0,28,2,1,0,2,0,0,0,0
0,30,2,3,462,0,3,3,1,0,3,0,23,2,0,0,2,0,0,0,1
1,18,2,7,169,4,2,3,2,0,3,3,61,2,2,0,2,0,0,0,0
2,12,2,4,604,4,4,1,2,0,2,2,37,2,1,0,3,0,0,0,0
2,12,3,0,424,0,2,1,1,0,1,2,36,1,1,1,2,0,1,0,0
3,6,2,3,316,0,2,0,3,0,1,1,21,2,0,0,2,0,0,0,0
0,18,2,3,471,0,0,3,2,0,0,2,25,2,1,0,0,0,0,0,1
3,12,2,9,277,0,3,1,2,0,3,2,36,2,1,0,2,0,1,0,0
3,18,4,1,660,0,3,2,2,0,0,2,27,2,1,1,2,0,0,0,0
0,18,2,3,642,0,1,0,1,0,3,2,22,2,0,0,2,0,0,0,0
0,36,2,3,610,0,4,3,2,0,1,2,42,2,1,0,2,1,0,0,1
1,18,2,3,554,0,3,1,1,0,3,0,40,2,0,0,2,0,0,0,0
3,36,2,0,568,4,2,3,2,0,3,0,36,2,1,0,2,0,0,0,0
3,18,4,4,774,0,4,2,2,0,3,2,33,2,1,1,2,0,1,0,0
3,10,4,3,406,0,1,0,1,0,2,0,23,2,0,1,2,0,0,0,0
3,60,4,0,908,4,4,1,2,0,3,3,63,0,2,0,3,0,1,0,0
1,60,1,2,914,1,4,2,1,0,3,3,60,0,2,1,3,0,1,0,1
0,48,1,9,840,0,3,1,1,2,3,2,37,2,0,0,2,0,0,0,1
3,18,3,4,440,0,0,1,3,0,2,0,34,2,1,1,2,0,0,0,0
3,7,3,4,73,4,4,2,2,0,3,3,36,2,2,0,2,0,0,0,0
1,36,2,0,911,0,4,3,2,0,1,3,57,2,2,0,3,0,1,0,1
3,6,4,0,5,1,2,3,1,0,3,2,52,2,1,1,1,0,0,0,0
0,20,2,3,415,4,3,3,2,0,3,2,39,2,1,0,2,0,1,0,0
1,18,2,1,907,0,0,2,1,0,3,3,38,2,2,0,3,0,1,0,1
3,22,2,0,184,4,3,3,1,0,3,1,25,2,0,0,2,0,0,0,0
2,12,2,0,203,0,1,3,2,0,0,0,26,2,1,0,2,0,0,0,0
3,30,3,9,696,1,2,1,2,0,1,1,26,2,1,1,1,0,0,0,0
3,18,4,4,421,0,2,1,1,0,0,2,25,2,1,1,2,0,0,0,0
3,18,2,4,131,4,1,3,1,0,1,0,21,2,0,0,2,0,1,0,0
1,18,4,3,826,0,0,3,2,0,3,1,40,1,1,1,3,0,1,0,0
1,15,4,9,443,2,2,1,2,0,3,2,27,0,1,0,2,0,0,0,0
3,9,2,9,246,0,3,2,1,0,1,2,27,2,1,1,2,0,0,0,0
3,18,2,0,326,0,2,1,3,0,1,1,30,2,1,0,3,0,1,0,0
1,12,2,3,104,3,1,0,1,0,3,0,19,2,0,0,1,0,0,0,0
0,36,2,0,589,0,3,1,2,0,3,3,39,0,2,0,3,1,1,0,0
0,6,4,4,365,0,3,0,1,0,3,2,31,2,1,0,2,0,0,0,0
3,9,4,3,462,0,0,1,2,0,2,2,31,2,1,0,3,0,0,0,0
1,39,3,7,896,1,3,1,2,0,2,3,32,2,0,0,2,0,1,0,0
0,12,2,3,486,0,0,2,1,0,3,3,55,2,2,0,3,0,0,0,0
0,36,4,3,450,0,2,2,3,0,1,1,46,2,1,1,2,0,1,0,0
1,12,2,0,161,0,4,0,0,0,0,0,46,2,0,1,2,0,0,0,1
3,24,4,4,266,3,2,3,1,0,0,0,43,2,1,1,1,0,0,0,0
3,18,2,4,252,0,1,2,3,0,3,0,39,2,1,0,2,0,1,0,0
1,18,4,9,343,4,2,3,3,0,3,0,28,0,1,1,2,0,0,0,0
3,24,3,9,864,0,1,1,2,0,1,2,27,0,1,1,2,0,1,0,1
3,14,3,0,68,0,2,3,2,0,1,2,27,2,1,1,1,0,0,0,0
1,18,3,0,541,4,4,3,2,0,3,2,43,2,1,0,2,1,0,0,0
1,24,2,4,382,0,1,0,3,0,0,1,22,2,1,0,2,0,1,0,1
3,24,4,1,413,4,3,3,2,0,3,2,43,2,1,1,2,1,1,0,0
0,15,2,4,117,0,1,3,3,0,1,0,27,2,1,0,2,0,0,1,0
3,24,2,4,587,2,4,2,0,0,1,2,26,2,1,0,3,0,1,0,0
2,12,4,0,95,2,3,3,3,0,1,0,28,2,1,2,2,0,1,0,1
1,24,2,4,369,0,4,3,1,0,3,2,20,2,1,0,2,0,1,0,0
3,33,4,1,823,0,3,2,2,0,1,2,35,2,1,1,3,0,1,0,0
3,12,4,9,433,0,0,3,2,0,1,2,42,1,1,1,3,0,1,0,1
3,10,2,0,298,2,2,2,2,0,1,3,40,2,0,0,1,1,0,1,0
0,24,2,0,225,4,2,3,1,0,1,1,35,2,1,0,2,0,0,0,1
3,36,4,1,766,0,4,1,2,0,1,1,35,2,1,1,2,1,1,0,0
0,12,2,0,487,0,1,3,2,0,0,0,33,2,1,0,1,1,0,0,1
0,18,3,7,860,4,2,0,1,0,1,2,23,2,0,1,2,0,1,0,0
3,21,2,0,525,2,3,0,1,0,1,2,31,0,1,0,3,0,0,0,0
1,18,2,0,112,4,2,3,1,0,1,1,33,2,1,0,2,0,0,0,1
3,15,2,0,581,3,3,1,1,0,2,2,20,2,0,0,2,0,0,0,0
1,12,2,1,379,4,2,3,2,0,1,2,30,2,1,0,2,0,0,0,0
1,12,4,0,99,0,3,1,2,0,2,0,47,2,1,1,1,1,0,0,0
3,21,3,3,295,1,3,3,2,0,2,0,34,2,1,1,3,0,0,0,0
1,12,2,3,520,4,4,0,1,0,1,1,25,0,1,0,2,0,1,0,1
1,18,2,1,524,0,2,0,3,0,2,2,21,2,0,0,2,0,1,0,0
3,28,4,4,512,0,4,3,2,0,1,2,29,2,1,1,2,0,0,0,0
3,18,4,4,135,3,2,3,2,0,2,0,46,2,1,1,2,0,0,0,0
3,9,2,3,198,0,4,0,2,0,3,2,20,2,1,0,2,0,0,0,0
0,18,4,6,146,0,0,1,1,0,3,3,55,2,2,2,0,1,0,0,1
3,5,2,9,612,0,3,0,2,0,3,0,74,2,1,0,1,0,0,0,0
1,24,2,2,893,0,2,1,2,1,2,2,29,0,1,1,3,0,1,0,1
0,6,4,3,338,0,0,3,2,0,3,3,36,2,2,2,3,0,1,0,0
3,24,4,6,384,0,2,3,0,0,1,0,33,2,1,1,2,0,1,0,0
0,9,2,3,402,0,2,2,2,0,1,0,25,2,1,0,2,0,0,0,0
1,12,2,4,256,4,2,1,3,0,0,0,25,2,1,0,2,0,1,0,1
3,6,2,6,32,2,3,1,3,0,3,0,23,2,0,0,1,0,0,0,0
3,24,4,0,186,3,4,3,1,0,3,0,37,2,1,1,2,0,1,0,0
0,42,4,6,602,0,0,3,2,1,3,2,65,2,1,1,0,0,0,0,0
2,12,1,9,23,0,1,3,1,0,0,0,26,2,1,0,0,0,0,0,1
3,12,2,0,342,0,4,3,2,0,3,2,39,2,1,0,3,0,1,0,0
0,12,2,3,301,0,2,1,1,1,2,1,30,2,1,0,2,0,0,0,0
1,20,3,2,496,0,2,1,2,0,2,2,29,0,1,1,2,0,1,0,0
3,12,2,7,49,0,4,3,2,0,3,2,41,0,1,0,1,1,0,0,1
1,48,4,3,739,0,2,1,1,0,2,2,30,2,1,0,3,0,1,0,1
3,9,4,7,171,4,4,3,1,0,3,1,41,2,0,1,1,0,0,0,0
0,36,2,0,331,0,1,3,1,0,3,2,34,2,1,0,2,0,1,0,1
1,7,2,4,484,0,2,1,2,2,1,0,35,2,1,0,2,0,0,0,0
2,12,2,3,240,4,4,2,1,0,3,0,55,2,1,0,3,0,1,0,0
1,15,3,6,264,3,2,2,3,0,2,1,61,1,1,1,2,0,0,0,1
3,36,4,1,892,4,2,3,2,0,1,2,30,2,1,0,3,0,1,0,0
3,6,2,4,17,0,2,2,1,0,0,0,29,2,1,0,2,0,0,0,0
3,12,0,3,518,0,4,1,2,0,3,1,34,2,1,1,2,0,0,0,0
3,24,2,1,501,0,4,3,2,0,3,2,35,2,1,0,3,0,1,0,0
0,24,2,0,731,0,3,1,2,1,2,1,31,2,1,0,2,0,1,0,1
3,24,2,1,504,0,1,3,1,0,0,3,29,2,1,0,3,0,1,0,0
0,11,4,0,666,0,2,1,2,0,1,0,36,2,0,1,2,1,0,0,0
0,12,2,1,601,0,4,2,2,0,3,3,35,2,2,0,2,0,1,0,1
0,6,2,5,4,0,1,3,1,0,0,0,27,2,1,0,2,0,0,0,0
3,18,2,4,714,0,1,2,2,0,1,2,32,2,1,0,2,0,1,0,0
0,36,2,3,637,0,2,0,2,2,1,1,37,2,1,0,2,1,0,0,0
0,15,2,0,309,0,1,1,2,0,2,0,36,2,1,0,2,0,0,0,0
1,12,2,3,556,0,1,2,1,0,0,0,34,2,0,0,3,0,0,0,0
1,12,2,8,57,4,4,3,2,0,3,1,38,2,1,1,2,0,0,0,0
3,18,2,9,363,0,3,3,2,0,0,2,34,1,1,1,2,0,1,0,0
0,24,2,1,545,0,2,2,2,2,3,3,63,0,1,0,2,1,1,0,0
0,24,3,4,305,0,1,3,1,0,1,2,29,2,0,0,1,0,1,0,1
3,48,3,4,822,4,4,2,2,0,2,2,32,0,1,1,2,1,0,0,0
3,33,3,9,521,0,2,1,1,0,1,2,26,2,1,1,2,0,1,0,0
3,24,3,1,720,0,3,2,2,0,2,2,35,2,1,1,1,0,1,0,0
1,24,2,4,569,1,1,2,3,0,1,2,22,2,0,0,2,0,1,0,1
0,6,2,7,13,0,1,3,1,0,3,1,23,2,1,0,2,0,0,0,1
0,9,2,0,31,0,2,3,2,0,2,2,28,2,1,0,1,0,0,0,1
3,6,2,8,168,4,0,3,2,0,3,1,36,2,1,0,3,1,1,0,0
1,18,4,4,172,0,2,3,3,0,1,2,33,2,1,0,2,0,0,0,1
0,18,0,3,573,0,1,0,1,0,3,1,26,2,0,0,2,0,0,0,1
3,39,2,1,482,2,2,3,2,0,3,2,24,2,1,0,2,0,0,0,0
2,24,2,4,744,0,3,3,2,0,1,2,25,0,1,0,2,0,0,0,0
1,12,2,9,110,1,3,2,2,0,3,0,39,2,1,0,1,0,0,0,0
0,15,4,3,254,0,4,3,2,0,3,2,44,2,1,1,2,1,1,0,0
1,12,4,4,627,0,2,0,1,0,0,0,23,2,1,0,1,0,0,0,0
1,24,2,0,151,0,1,3,2,0,0,1,26,2,1,0,2,0,0,0,0
0,30,2,3,639,3,4,3,1,0,3,1,57,2,0,1,2,0,1,0,0
3,15,3,3,101,3,3,2,1,0,1,1,30,2,1,1,2,0,0,0,0
3,12,4,0,139,2,2,3,2,0,3,0,44,2,1,0,2,0,1,0,0
1,6,3,0,156,0,0,3,2,0,3,1,47,2,1,0,3,0,1,0,1
3,12,2,4,567,0,2,1,2,0,3,2,52,2,1,0,2,0,1,0,0
3,24,2,0,650,0,4,3,1,1,3,3,62,2,2,0,2,0,1,0,0
3,10,2,0,238,1,2,2,2,0,1,0,35,2,0,0,1,0,0,1,0
3,6,2,0,619,0,2,1,2,2,2,1,26,2,0,0,2,0,0,0,0
3,12,4,4,356,0,4,1,2,0,1,3,26,2,1,1,2,0,0,0,0
1,27,0,9,856,0,4,1,1,0,3,3,42,2,2,1,3,0,1,0,1
3,6,4,4,167,1,2,0,1,0,0,1,27,2,1,1,2,0,0,0,0
1,6,2,4,6,4,4,3,2,0,3,1,38,2,1,0,2,0,0,0,0
0,12,4,0,397,0,2,2,2,0,1,0,39,2,0,1,1,1,0,1,0
0,24,2,3,553,4,2,1,3,0,3,2,20,2,1,0,2,0,0,0,1
1,36,2,3,868,1,1,3,2,1,0,3,29,2,0,0,3,0,1,0,1
3,24,4,3,294,0,3,3,2,0,2,1,40,2,1,1,2,0,0,0,0
