f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,label
1,18,2,4,194,0,4,3,3,2,1,0,32,2,1,0,1,0,0,0,0
2,6,4,0,202,1,4,1,0,0,3,2,28,2,1,1,2,1,1,0,0
0,24,2,0,574,0,1,3,1,0,0,1,27,2,1,0,2,0,0,0,1
0,36,2,1,755,0,4,1,2,0,3,3,42,2,2,0,2,1,0,0,0
2,9,2,4,131,1,4,1,0,0,3,0,49,2,1,0,2,0,0,0,0
1,24,4,4,158,1,1,3,2,0,3,3,38,0,1,1,2,1,0,0,1
0,24,2,0,155,0,1,3,1,0,3,1,24,2,0,0,2,0,0,0,1
3,10,2,0,196,4,2,3,2,2,3,1,27,2,1,0,1,0,0,0,1
2,15,4,1,453,2,2,1,2,0,1,2,36,2,1,0,2,0,1,0,0
1,15,1,0,810,1,0,0,2,0,1,1,34,2,1,0,3,1,1,0,1
3,24,2,4,236,0,2,3,3,0,1,1,28,2,1,0,2,0,0,0,0
3,39,2,1,862,1,4,3,2,0,1,2,45,2,1,0,3,0,1,0,0
0,12,2,0,58,0,3,3,2,0,1,0,26,2,1,0,2,0,0,0,1
3,36,2,1,721,0,2,1,2,0,1,3,32,2,2,0,3,0,1,0,0
2,15,2,9,506,0,3,1,2,0,3,1,26,2,0,0,2,0,1,0,0
1,12,3,4,20,0,2,3,3,1,3,0,20,2,0,1,2,0,0,0,0
3,24,2,0,427,4,1,3,2,0,0,1,54,2,1,0,2,0,0,0,0
0,6,4,0,23,0,3,3,1,0,2,1,37,2,1,1,2,0,0,1,0
0,6,4,0,217,0,1,1,2,0,3,0,40,2,1,0,1,1,0,1,0
3,36,4,3,818,0,1,1,1,0,3,1,23,2,0,1,2,0,1,0,1
0,6,2,0,152,1,4,2,2,0,1,1,43,2,1,0,2,0,1,0,0
3,6,4,4,43,4,4,3,2,0,3,3,36,2,2,1,2,0,0,0,0
3,24,4,6,756,0,4,2,2,0,3,3,44,2,2,1,2,0,0,0,0
0,18,2,4,582,0,2,1,1,0,1,0,24,2,1,0,2,0,0,0,1
0,48,0,3,817,0,2,2,2,0,3,3,53,2,2,1,2,1,0,0,1
3,24,2,1,614,1,3,2,1,0,3,2,23,2,1,0,2,0,0,0,0
1,18,2,4,129,0,2,3,1,2,3,0,26,2,1,0,1,1,0,0,0
1,26,2,1,849,0,1,1,2,0,2,2,30,2,1,1,2,0,0,0,0
3,15,4,7,272,1,2,3,1,0,2,2,31,2,1,0,2,0,0,0,0
3,4,4,4,262,0,3,1,2,0,0,0,42,2,1,1,1,1,0,0,0
0,36,2,4,436,0,2,3,0,0,3,2,31,2,0,0,2,0,0,0,1
0,6,2,0,33,0,1,2,2,0,3,0,41,2,1,0,1,1,1,0,0
1,36,2,7,428,0,3,2,2,0,0,2,32,2,1,1,2,1,0,0,0
1,15,2,0,497,1,2,1,1,0,3,2,28,2,0,1,2,0,1,0,1
3,12,3,1,262,0,2,3,3,0,3,0,41,2,0,0,2,0,0,0,0
3,24,2,4,197,1,3,3,3,0,2,1,26,2,1,0,2,0,1,0,0
3,24,2,4,571,4,1,3,2,0,1,2,25,2,1,1,2,0,0,0,0
2,21,4,7,439,0,1,1,0,0,0,2,33,2,0,0,2,0,0,0,1
0,6,2,0,222,4,0,3,1,0,2,1,75,2,1,0,3,0,1,0,0
1,18,4,3,635,0,4,2,1,0,3,1,37,2,1,0,2,0,1,0,0
0,48,2,0,843,0,4,3,2,0,3,3,42,0,2,0,3,0,0,0,1
2,18,2,3,560,0,1,0,1,0,0,1,45,1,1,0,1,0,0,0,0
1,12,2,4,274,0,1,0,3,0,0,0,23,2,0,0,2,0,0,0,1
3,24,3,0,381,0,4,3,2,0,3,3,60,2,2,1,2,0,1,0,0
0,30,2,3,791,4,4,3,2,0,3,1,31,2,1,0,2,0,0,0,1
2,18,2,3,537,0,2,1,2,0,0,0,34,2,1,0,1,1,0,0,1
3,12,4,0,175,0,4,3,2,0,3,0,61,2,1,1,1,0,0,0,0
0,24,3,0,205,0,0,3,2,0,1,0,43,2,2,1,2,1,0,0,1
3,24,4,0,378,0,2,3,1,0,3,2,37,2,1,0,2,0,1,0,0
3,24,2,4,282,0,3,2,2,0,0,2,32,0,1,0,2,1,0,0,0
0,12,1,4,26,0,2,3,1,0,3,0,24,0,1,0,1,0,0,0,1
3,48,4,1,865,4,3,1,2,0,0,3,35,2,2,1,2,0,1,0,0
3,12,4,6,105,4,3,3,1,0,3,0,23,2,1,1,2,0,0,0,0
3,6,1,4,314,2,4,1,2,0,3,1,45,0,1,0,1,1,0,0,0
0,48,2,4,815,0,3,0,3,2,0,0,34,2,1,1,2,0,1,0,1
1,12,4,0,375,1,1,3,2,0,0,2,27,2,1,0,2,0,0,0,0
1,9,2,7,149,0,3,3,1,0,3,1,67,2,1,1,3,0,1,0,0
1,12,2,4,204,0,1,1,2,0,0,2,22,1,1,0,2,0,0,0,1
1,18,0,0,429,1,1,2,1,0,2,2,28,2,1,1,2,0,0,0,1
3,21,0,0,736,4,2,0,1,0,3,1,29,0,1,1,2,0,1,0,1
0,24,1,3,622,0,3,2,2,0,3,2,27,0,1,0,2,0,0,0,1
1,18,4,3,355,0,1,1,2,0,1,0,31,2,1,1,1,0,0,0,1
0,24,2,1,548,4,4,3,2,0,3,3,49,0,2,0,2,1,1,0,0
0,24,1,4,280,0,3,3,2,2,3,2,24,0,0,0,1,0,0,0,1
2,6,3,4,38,0,1,1,1,0,0,1,29,0,1,0,2,0,0,0,0
1,36,2,0,902,4,2,0,2,0,3,3,37,2,2,0,2,0,1,0,1
1,24,3,9,722,4,2,3,2,0,1,1,37,0,1,1,3,0,1,0,0
1,24,3,4,283,1,3,2,1,0,1,1,23,2,0,1,2,0,1,0,0
0,12,2,0,221,0,3,1,0,0,2,2,36,2,1,0,2,0,0,0,1
3,24,4,4,486,3,4,1,2,0,1,2,34,2,1,0,2,0,0,0,0
1,48,2,4,679,4,3,3,2,0,0,2,41,2,1,1,2,1,1,0,0
0,48,2,4,806,0,2,2,1,0,1,2,31,2,1,0,2,0,1,0,1
0,24,2,3,586,0,1,3,1,0,3,0,23,2,0,0,1,0,1,0,1
3,30,4,4,771,0,3,2,2,1,1,2,38,2,1,0,2,0,0,0,0
3,24,2,1,754,4,0,1,1,0,3,1,26,2,0,0,3,0,1,0,0
0,15,2,9,70,0,2,3,1,0,3,1,22,2,1,0,1,0,0,0,0
1,9,2,4,122,0,4,3,2,0,3,2,27,2,1,1,1,0,0,0,0
3,15,4,3,526,0,3,1,1,1,2,2,24,0,1,1,2,0,0,0,0
1,12,2,4,546,0,3,1,1,0,0,0,27,2,1,0,2,0,0,0,0
3,24,4,7,354,4,2,2,1,0,1,2,33,2,1,1,2,0,1,0,0
1,36,4,0,529,0,1,3,0,0,3,2,27,2,1,1,2,0,0,0,1
3,24,2,8,94,0,1,3,3,0,2,2,27,2,1,1,1,0,0,0,0
1,18,4,0,119,0,4,2,2,2,2,0,30,0,1,1,2,0,0,0,1
1,12,4,0,575,0,1,0,2,0,2,0,49,0,1,1,1,1,0,0,0
3,9,2,3,228,0,2,3,1,0,1,0,26,2,0,0,2,0,0,0,0
1,36,2,6,456,0,1,3,2,0,0,3,33,2,0,0,1,0,0,0,1
3,12,2,0,400,4,4,3,1,0,3,3,52,2,2,0,3,0,1,0,0
0,18,2,3,382,0,2,0,1,0,3,0,20,0,0,0,2,0,0,0,1
0,9,4,0,527,0,2,1,2,0,1,0,36,2,0,1,2,1,0,0,0
0,12,2,3,188,0,2,3,2,2,0,1,21,2,1,0,1,0,0,0,0
0,18,2,5,159,0,2,3,3,0,2,0,47,2,1,0,1,0,1,0,1
0,12,4,3,423,0,4,2,2,0,2,1,60,2,1,1,2,0,0,0,1
0,12,4,4,7,0,3,3,1,0,2,0,58,2,1,3,1,0,1,0,0
1,24,3,0,368,4,2,3,1,0,3,2,42,2,0,1,2,0,1,0,0
3,21,2,9,290,3,4,3,1,0,3,0,36,0,1,0,1,0,0,0,0
1,24,2,0,510,0,2,2,1,0,3,1,20,2,0,0,1,0,1,0,1
0,24,1,2,215,4,4,3,2,0,2,2,40,1,1,0,3,0,1,0,1
1,6,1,0,91,1,1,0,1,0,0,1,32,1,1,0,1,0,0,0,1
0,24,2,0,243,0,3,3,1,0,3,2,23,2,0,1,2,0,0,0,1
1,24,0,9,694,0,2,0,2,0,3,0,36,2,1,2,1,0,1,0,1
3,18,4,0,523,0,3,1,2,0,1,1,31,0,1,1,2,0,0,0,1
3,24,3,9,662,0,2,0,2,0,1,3,32,2,2,0,2,0,0,0,0
1,7,2,4,445,0,1,0,1,2,0,0,45,2,1,0,2,0,0,0,0
1,9,2,3,87,0,2,3,1,0,0,1,30,2,1,0,2,0,0,0,1
1,24,1,7,330,0,3,3,1,0,3,3,34,0,2,0,1,0,0,0,1
3,36,2,3,595,0,2,3,1,0,1,2,28,2,1,0,3,0,1,0,1
2,10,2,3,181,0,1,3,1,0,1,1,23,2,1,0,2,0,0,0,0
0,24,1,3,531,2,2,3,2,0,3,0,22,1,1,0,2,0,1,0,0
3,24,4,9,709,0,2,2,2,0,1,0,74,2,1,0,3,0,1,0,0
1,36,2,4,502,1,2,3,1,1,3,3,50,2,2,0,2,0,0,0,1
3,18,2,4,383,0,1,3,2,0,0,0,33,2,1,0,2,0,0,0,0
3,15,2,1,193,4,4,3,2,0,3,3,45,0,2,0,2,1,0,0,0
0,12,2,5,53,1,0,3,1,0,2,1,22,2,1,0,2,0,0,0,1
2,10,2,0,170,1,4,0,1,0,3,3,48,2,2,0,1,1,0,0,1
0,21,2,4,596,3,1,3,1,0,1,2,29,0,1,0,2,0,0,0,0
0,24,1,1,640,0,2,0,1,2,3,2,22,0,0,0,2,0,0,1,0
3,18,3,3,323,0,3,3,1,0,0,0,22,2,1,0,2,0,0,0,1
1,48,0,9,901,4,2,1,2,0,1,2,48,0,1,0,3,0,1,0,0
1,60,3,4,870,4,2,1,2,0,1,3,27,2,2,0,3,0,0,0,0
0,6,4,0,647,0,2,0,2,0,2,0,37,2,0,2,2,1,0,0,0
1,30,2,3,609,1,2,1,1,1,3,2,21,2,0,0,2,0,0,0,1
3,12,2,0,29,0,2,3,0,0,1,0,49,2,1,0,1,0,0,0,0
1,21,4,9,644,0,3,1,2,0,2,1,27,2,1,1,2,0,0,0,0
3,18,4,0,271,0,2,2,2,0,1,1,32,0,1,1,2,0,0,0,1
3,48,2,9,668,4,2,3,0,0,1,0,38,0,1,0,2,0,0,0,1
0,12,2,3,334,0,1,3,1,0,0,2,22,2,0,0,2,0,0,0,0
0,18,2,4,489,0,2,3,2,0,3,3,65,2,2,1,2,0,0,0,1
3,15,2,4,371,4,4,3,2,0,1,2,35,2,1,0,2,0,0,0,0
2,6,2,3,394,0,2,1,2,0,1,0,41,2,1,0,2,0,1,0,0
1,9,1,0,242,1,3,1,2,0,2,3,29,2,1,0,2,0,0,0,1
3,42,4,3,683,2,2,3,2,0,3,0,36,2,1,1,2,0,1,0,0
3,9,2,7,657,4,4,0,2,0,3,0,64,2,1,0,1,0,0,0,0
0,24,2,4,646,0,2,1,1,0,3,2,28,2,1,0,2,0,0,0,0
0,18,1,3,283,0,2,3,2,0,2,2,44,0,1,0,2,0,0,0,1
1,15,2,4,244,4,1,3,2,0,0,1,23,2,1,0,2,0,0,0,0
3,9,2,3,372,0,1,1,1,1,1,2,19,2,0,1,2,0,0,0,1
1,24,2,0,214,0,1,2,1,0,3,2,25,2,1,0,1,0,1,0,1
3,12,2,7,230,0,4,3,2,0,3,1,47,0,1,2,2,1,1,0,0
3,24,2,4,223,2,3,3,1,0,0,2,28,2,1,0,2,0,0,0,0
3,60,3,4,916,0,3,1,2,0,3,2,21,2,1,1,2,0,1,0,0
3,12,2,4,257,0,1,3,1,0,2,2,34,2,1,0,2,1,0,0,0
0,42,3,4,702,0,3,2,2,0,1,1,26,0,1,1,2,1,1,0,1
0,18,2,7,55,0,0,3,1,0,0,0,27,2,1,0,0,0,0,0,1
1,15,2,6,195,0,4,3,2,0,3,2,38,2,1,1,1,0,0,0,0
3,15,2,7,717,1,2,2,2,0,1,1,40,2,1,0,3,0,1,0,1
3,24,4,4,333,0,3,3,3,2,1,2,33,2,1,1,2,0,1,0,0
0,18,4,4,339,0,3,3,3,0,0,1,32,2,1,1,3,0,1,0,0
3,36,3,9,850,4,1,3,2,0,3,2,27,2,0,1,2,0,1,0,1
0,30,0,3,712,0,2,1,0,2,1,0,32,2,1,1,2,0,0,0,0
3,12,2,0,227,2,2,1,1,0,1,1,26,2,1,0,2,0,0,0,1
2,24,2,0,96,0,3,3,2,0,2,3,38,0,2,0,2,1,0,0,1
0,12,2,7,39,0,2,3,2,0,3,2,40,2,0,0,1,1,0,0,1
0,48,2,7,833,0,3,3,2,0,0,3,50,2,2,0,3,0,1,0,0
1,12,2,3,351,0,2,3,2,0,1,1,37,2,1,0,1,0,0,0,1
0,24,2,0,437,0,4,3,2,1,0,0,45,2,1,0,2,0,0,0,1
1,36,3,0,853,1,4,1,2,0,3,2,42,2,1,3,3,0,1,0,1
3,24,4,1,449,0,3,3,2,0,2,2,35,2,1,1,2,0,1,0,0
0,14,2,0,677,0,0,0,2,0,3,3,22,2,2,0,2,0,0,0,0
1,12,2,0,80,0,4,3,2,0,3,2,41,0,1,0,1,1,0,0,1
3,48,2,4,883,4,3,3,2,0,2,2,37,1,1,0,2,0,1,0,0
1,30,0,9,693,0,2,1,1,0,0,2,28,2,1,1,2,0,0,0,0
1,18,4,3,792,0,4,1,2,0,0,3,41,2,1,0,2,0,1,0,0
2,12,2,4,191,0,2,2,3,0,3,0,23,2,0,0,2,0,0,0,0
0,12,2,0,82,4,2,3,3,0,1,2,23,2,1,0,2,0,0,0,1
3,21,2,3,422,0,4,3,2,0,1,0,50,2,1,1,2,0,0,0,0
1,6,3,3,116,0,0,3,2,0,0,1,35,1,1,1,3,0,1,0,0
2,6,4,7,113,0,2,1,1,0,3,1,50,2,1,0,1,0,0,0,0
3,24,4,2,789,0,0,3,2,1,1,3,27,0,1,1,3,0,1,0,0
1,30,1,3,615,3,2,3,2,0,1,2,34,1,1,0,2,1,1,0,0
3,48,1,9,634,0,2,0,1,0,0,0,27,1,1,0,2,0,0,0,0
0,12,4,0,732,0,4,2,2,1,3,1,43,2,0,1,2,0,1,0,1
2,30,4,4,556,0,4,3,2,0,3,1,47,2,1,0,2,0,0,0,0
3,24,4,9,687,1,2,2,2,0,2,1,27,2,1,1,1,0,1,0,0
3,36,2,9,760,1,3,1,2,0,1,2,31,2,1,1,2,0,1,0,0
3,60,2,0,885,0,4,1,2,0,3,1,42,2,1,0,3,0,1,0,0
3,6,4,0,389,2,2,0,3,0,1,2,24,2,1,0,2,0,0,0,0
3,21,3,9,488,2,1,3,2,0,1,0,41,0,1,0,1,1,0,0,1
3,30,4,4,710,0,3,3,1,0,3,2,26,2,0,0,3,0,1,0,0
3,24,4,3,743,0,4,3,2,0,3,2,33,2,1,0,2,0,1,0,0
1,72,2,4,758,1,2,1,3,0,1,2,24,2,1,0,2,0,0,0,1
0,24,2,4,456,0,4,3,2,0,3,0,64,0,0,0,1,0,0,0,0
3,18,2,4,247,0,1,2,1,0,0,0,26,2,1,0,2,0,0,0,0
3,6,2,7,276,0,1,0,1,0,1,3,56,2,1,0,2,0,0,0,0
3,12,2,4,430,4,2,3,2,0,3,3,37,2,2,0,2,0,1,0,0
3,15,3,4,254,0,2,3,3,0,2,0,33,0,1,1,2,0,0,0,0
3,24,4,4,740,0,1,2,3,0,2,3,47,2,2,2,2,0,1,0,0
1,36,3,9,879,1,3,0,2,0,2,1,31,2,1,1,1,1,1,0,0
3,60,2,0,798,4,2,3,2,0,3,3,34,2,2,0,2,1,1,0,0
2,10,4,4,212,4,3,3,2,0,1,1,27,2,1,1,2,0,1,0,0
1,36,3,0,536,1,4,3,2,0,2,3,30,2,2,0,2,0,0,0,0
3,9,2,4,517,1,4,2,2,1,3,2,35,2,1,0,2,0,1,0,0
0,12,2,0,643,3,2,0,2,0,2,1,31,2,1,0,2,1,0,0,0
0,15,4,3,102,0,2,1,0,0,2,1,25,2,1,1,2,0,0,0,0
1,15,2,6,497,1,2,2,1,0,1,0,25,2,1,0,1,0,0,0,0
1,24,2,4,540,1,1,1,2,0,0,2,29,2,1,0,2,0,0,0,0
0,6,4,0,723,4,1,0,2,0,2,0,44,2,1,1,1,1,0,0,0
3,24,2,4,431,0,3,3,2,0,1,2,28,2,1,0,2,0,1,0,0
3,6,2,1,166,2,2,1,2,0,3,1,50,2,0,0,2,0,0,0,0
1,12,2,4,126,0,3,3,2,2,2,0,29,2,1,1,2,0,0,1,0
3,12,4,0,88,0,0,0,1,0,1,1,38,2,1,0,0,0,0,0,0
3,18,4,4,321,0,2,3,2,0,1,2,24,2,1,1,2,0,0,0,0
2,15,2,7,347,0,4,3,2,0,3,2,40,2,0,0,3,0,1,0,0
3,12,2,3,130,2,2,3,1,0,3,2,29,2,0,0,1,0,0,0,1
0,48,4,1,790,0,4,3,2,0,3,3,46,2,2,1,2,0,1,0,1
2,24,2,4,224,1,4,3,1,0,1,3,47,2,2,0,2,0,1,0,0
1,30,3,9,474,1,4,3,2,0,1,1,41,1,1,1,2,0,0,0,0
1,27,2,9,480,0,1,3,1,0,0,1,32,2,1,0,2,1,1,0,0
3,15,2,0,751,2,4,0,1,0,3,3,35,2,2,0,2,0,0,0,0
1,48,2,0,799,1,3,2,2,0,1,1,24,2,1,0,2,0,0,0,1
1,12,0,3,549,0,1,3,1,0,2,1,25,2,0,1,2,0,0,0,1
1,9,2,4,154,0,4,3,1,0,3,0,25,2,1,0,2,0,0,0,0
1,9,2,4,395,0,2,1,2,0,1,0,37,2,1,0,1,1,0,0,0
3,18,4,4,27,2,4,3,2,0,2,1,32,0,1,1,3,0,1,0,0
0,6,1,7,148,0,4,3,1,0,3,3,35,2,2,0,2,0,0,0,1
3,21,2,1,472,4,4,3,2,0,3,0,46,2,1,0,3,0,1,0,0
0,9,4,4,134,0,2,3,2,0,3,0,25,2,1,1,1,0,0,0,0
1,60,2,0,909,0,3,3,2,0,1,3,27,2,1,0,3,0,1,0,1
3,30,4,1,837,4,4,0,2,0,3,2,63,2,1,1,2,0,0,0,0
3,30,4,4,567,4,4,2,2,0,1,2,40,2,1,1,2,1,1,0,0
3,18,2,4,263,0,2,3,2,0,1,3,32,2,2,0,3,0,1,0,0
2,24,4,4,576,4,2,2,2,0,1,2,31,2,1,1,2,0,1,0,0
1,20,0,1,778,1,4,2,3,0,3,2,31,0,1,1,2,0,1,0,0
2,9,0,4,206,0,1,3,2,0,1,2,34,2,1,1,3,0,1,0,1
1,6,1,7,12,3,1,3,1,0,1,1,24,0,0,0,2,1,0,0,1
0,12,2,0,164,0,2,3,1,0,1,0,24,2,1,0,1,0,0,0,1
1,9,2,4,65,2,2,3,1,0,2,0,66,2,1,0,1,0,0,0,0
3,27,2,0,483,0,2,2,1,0,2,0,21,2,0,0,2,0,0,0,1
3,6,4,0,0,3,2,1,1,0,1,0,41,0,1,1,1,0,0,0,0
3,15,4,4,199,2,2,1,3,0,1,1,47,2,1,1,1,0,0,0,0
0,18,2,4,341,0,2,3,1,0,3,2,25,0,0,1,2,0,0,0,1
1,48,1,9,794,0,4,3,1,0,2,3,59,2,0,0,2,0,0,0,1
2,24,4,9,181,3,2,1,0,0,3,0,36,2,1,1,2,0,1,0,0
1,24,3,4,793,0,1,0,2,0,1,2,33,2,1,0,2,0,0,0,0
0,24,2,4,374,0,2,1,2,0,3,0,21,2,0,0,1,1,0,0,1
1,8,2,4,59,0,3,3,1,2,1,0,44,2,1,0,1,0,0,0,0
3,24,2,1,490,3,2,1,1,0,3,2,28,2,0,0,2,0,1,0,0
3,4,4,0,599,0,3,0,1,0,0,0,37,2,1,0,2,1,0,0,0
1,36,1,5,680,4,1,2,1,0,1,3,29,0,1,0,0,0,0,0,0
1,24,2,1,894,0,2,0,1,0,3,2,23,2,0,1,3,0,0,0,1
0,18,2,0,703,1,2,2,2,0,3,2,35,2,1,0,1,1,1,0,0
3,6,4,0,807,0,3,0,2,0,2,3,45,2,1,1,3,1,1,0,0
1,30,0,9,697,1,2,3,1,0,3,2,26,2,0,1,1,0,0,0,1
0,24,1,0,442,1,3,1,2,0,2,2,32,0,1,0,2,0,0,0,0
1,10,1,4,114,0,2,3,2,0,3,0,23,1,1,0,1,0,0,0,0
3,21,2,4,578,4,4,3,2,0,2,1,41,2,1,0,2,0,1,0,0
0,24,1,3,473,2,2,3,2,0,3,0,22,1,1,0,2,0,1,0,0
0,39,4,3,910,4,3,3,2,0,3,1,30,2,1,1,3,0,1,0,0
0,13,4,9,320,0,1,2,2,0,0,1,28,0,1,1,1,0,0,0,0
0,15,2,0,476,0,0,0,1,0,3,2,23,2,0,0,2,0,0,0,0
0,12,2,0,180,0,1,2,1,0,0,0,37,2,1,0,1,0,0,0,1
3,21,2,1,748,4,2,0,2,0,2,2,26,2,1,0,2,0,0,0,0
